LPG,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLG,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLM,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLH,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LGO,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLR,,0,,0,,0,,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LTH,,0,,0,,0,,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLS,,0,,0,,0,,0,0,1,1,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LWR,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
LAS,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LWM,,0,,0,,0,,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LNR,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LNW,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LLW,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
LLY,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
LUD,5:50 - 16:50,0,,0,6:50 - 12:50,0,,0,1,1,1,0,0,0,0,,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,03333 211 202
LYD,,0,,0,,0,,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MCN,5:15 - 18:15,0,,0,5:15 - 18:15,0,8:15 - 17:15,0,1,1,0,0,0,0,0,,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,03333 211 202
MST,,0,,0,,0,,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MEW,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MRB,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MER,7:15 - 15:30,0,,0,8:15 - 16:30,0,,0,1,1,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MEV,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MFH,,0,,0,,0,,0,1,1,0,0,0,0,0,,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03333 211 202
MFF,,0,,0,,0,,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03333 211 202
